Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Del Valle,Travis_TX,TX,78,81,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Milford,Clermont_OH,OH,45,68,10,13.8,0,Overcast,FALSE,FALSE,TRUE,day
2,Sarasota,Sarasota_FL,FL,89.1,65,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Williamston,Anderson_SC,SC,88,66,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Clifton Park,Saratoga_NY,NY,84.2,48,15,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Prospect,Jackson_OR,OR,61,31,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
3,Virginia Beach,Virginia Beach_VA,VA,66,84,10,7,0,Mostly Cloudy,TRUE,FALSE,FALSE,night
2,Johnson City,Washington_TN,TN,84,67,10,8.1,0,Thunderstorm,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,72,64,8,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,50,48,10,5.8,0,Clear,TRUE,FALSE,FALSE,twilight
2,Pflugerville,Travis_TX,TX,75.2,100,5,0,0,Mist,FALSE,FALSE,FALSE,day
2,Greenville,Butler_AL,AL,68,24,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,82,13,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,88,48,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Elkton,Cecil_MD,MD,46.9,74,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Louisville,Jefferson_KY,KY,71,66,10,5,0,Fair,FALSE,FALSE,TRUE,day
3,Livonia,Wayne_MI,MI,34,64,5,9.2,0,Haze,FALSE,FALSE,FALSE,day
2,Brea,Orange_CA,CA,72,66,9,5.8,0,Overcast,TRUE,FALSE,FALSE,day
3,Virginia Beach,Virginia Beach_VA,VA,54,93,2,3,0,Fog,FALSE,FALSE,FALSE,day
2,Royersford,Montgomery_PA,PA,52,100,3,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Grand Rapids,Kent_MI,MI,66.9,87,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
3,Clanton,Chilton_AL,AL,96,29,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Seaside,Monterey_CA,CA,66,42,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Deland,Volusia_FL,FL,93,52,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,85,23,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Rochester,Oakland_MI,MI,34.2,77,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
3,Sherman Oaks,Los Angeles_CA,CA,60,72,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Tuscaloosa,Tuscaloosa_AL,AL,65,97,1,8,0.24,Heavy Rain,FALSE,FALSE,FALSE,night
2,Inver Grove Heights,Dakota_MN,MN,40,64,10,7,0,Fair,TRUE,FALSE,FALSE,day
2,Monterey Park,Los Angeles_CA,CA,77,56,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Huntington,Cabell_WV,WV,75,44,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,19.9,52,10,12.7,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Cincinnati,Hamilton_OH,OH,49,86,10,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
3,Los Angeles,Los Angeles_CA,CA,73.9,30,6,0,0,Haze,FALSE,FALSE,FALSE,day
3,Orlando,Orange_FL,FL,80.1,47,10,18.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Fair Oaks,Sacramento_CA,CA,55,58,10,0,0,Fair,FALSE,FALSE,TRUE,night
2,Lexington,Lexington_SC,SC,52,97,9,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Bamberg,Bamberg_SC,SC,23,55,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
3,Denver,Denver_CO,CO,70,49,15,3,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Goodlettsville,Davidson_TN,TN,60,78,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Woodland,Yolo_CA,CA,60.1,62,10,11.5,0,Scattered Clouds,TRUE,FALSE,FALSE,day
3,Orlando,Orange_FL,FL,93.9,49,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Danville,Contra Costa_CA,CA,46.9,71,4,0,0,Haze,TRUE,FALSE,FALSE,twilight
3,Chehalis,Lewis_WA,WA,30.2,93,4,6.9,0,Overcast,FALSE,FALSE,FALSE,night
2,Austin,Travis_TX,TX,96.1,33,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Shreveport,Bossier_LA,LA,69.8,100,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Denver,Adams_CO,CO,60.8,72,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Palm Harbor,Pinellas_FL,FL,91.9,52,10,4.6,0,Scattered Clouds,FALSE,FALSE,TRUE,day
4,Annapolis,Anne Arundel_MD,MD,82,37,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,70,65,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
3,Chicago,Cook_IL,IL,46.9,61,10,18.4,0,Mostly Cloudy,FALSE,TRUE,FALSE,night
3,Paramount,Los Angeles_CA,CA,77,64,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Austin,Travis_TX,TX,44,82,10,10,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Sausalito,Marin_CA,CA,61,72,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,86,66,9,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Sacramento,Sacramento_CA,CA,57,67,10,6.9,0,Partly Cloudy,FALSE,TRUE,FALSE,twilight
2,New York,New York_NY,NY,50,59,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Hacienda Heights,Los Angeles_CA,CA,73.4,33,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Greer,Spartanburg_SC,SC,61,24,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Linden,Genesee_MI,MI,50,63,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Fremont,Alameda_CA,CA,79,38,10,5.8,0,Clear,FALSE,TRUE,FALSE,day
2,Elk Grove,Sacramento_CA,CA,58,93,10,3,0,Cloudy,TRUE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,71,70,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,West Linn,Clackamas_OR,OR,68,65,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,85,33,10,8,0,Fair,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,81,72,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Buffalo,Erie_NY,NY,61,56,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Chandler,Maricopa_AZ,AZ,100,11,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Stephens City,Frederick_VA,VA,62.6,100,2,0,0,Clear,FALSE,FALSE,FALSE,night
2,West Palm Beach,Palm Beach_FL,FL,77,84,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,63,31,10,10.4,0,Clear,FALSE,FALSE,TRUE,twilight
2,Montrose,Genesee_MI,MI,90,42,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Sumter,Sumter_SC,SC,68,100,4,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Sun Valley,Los Angeles_CA,CA,72,46,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Augustine,St. Johns_FL,FL,64.4,100,7,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,61,90,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Livermore,Alameda_CA,CA,64.9,52,10,19.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Irvine,Orange_CA,CA,63,58,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Grand Rapids,Kent_MI,MI,57.9,30,10,17.3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Wappingers Falls,Dutchess_NY,NY,43,23,10,4.6,0,Overcast,FALSE,FALSE,TRUE,day
2,Orlando,Orange_FL,FL,60.1,86,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Lexington,Fayette_KY,KY,88,55,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,84.9,74,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Memphis,Shelby_TN,TN,47,63,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Baton Rouge,East Baton Rouge_LA,LA,45,80,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
2,Oklahoma City,Oklahoma_OK,OK,46,63,10,13.8,0,Overcast,FALSE,FALSE,TRUE,day
4,Sparta,Alleghany_NC,NC,68,48,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,52,47,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Ellenton,Manatee_FL,FL,76,94,10,6,0,Fair,FALSE,FALSE,TRUE,twilight
2,La Puente,Los Angeles_CA,CA,68,78,6,0,0,Haze,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,73,84,10,0,0,Cloudy,FALSE,FALSE,TRUE,day
3,Sacramento,Sacramento_CA,CA,75.2,29,10,0,0,Clear,TRUE,FALSE,FALSE,day
3,Bedminster,Somerset_NJ,NJ,39,89,8,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Noblesville,Hamilton_IN,IN,73.6,42,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Glendale,Los Angeles_CA,CA,63,37,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,53.1,30,10,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
2,San Mateo,San Mateo_CA,CA,71.6,60,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Wilmington,New Hanover_NC,NC,64,75,10,13,0,Cloudy,FALSE,FALSE,TRUE,day
2,Forest Park,Clayton_GA,GA,73.9,82,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Belmont,Gaston_NC,NC,44.1,100,1,8.1,0.02,Light Rain,TRUE,FALSE,FALSE,day
2,Piedmont,Anderson_SC,SC,35.6,93,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,81,69,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,79,72,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
4,Jeannette,Westmoreland_PA,PA,66.2,100,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Dallas,Dallas_TX,TX,66,33,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Modesto,Stanislaus_CA,CA,71.1,41,10,0,0,Clear,FALSE,FALSE,FALSE,day
4,Tampa,Hillsborough_FL,FL,66.2,94,10,6.9,0,Rain,FALSE,FALSE,FALSE,night
2,West Islip,Suffolk_NY,NY,68,96,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Augusta,Columbia_GA,GA,88,61,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,69,26,10,0,0,Fair,TRUE,FALSE,FALSE,night
2,Orinda,Contra Costa_CA,CA,48,56,10,11.5,0,Clear,TRUE,FALSE,FALSE,night
2,Roseburg,Douglas_OR,OR,41,40,10,3,0,Fair,FALSE,FALSE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,1,49,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Yale,St. Clair_MI,MI,59,72,10,0,0,Cloudy,FALSE,FALSE,FALSE,day
3,Decatur,DeKalb_GA,GA,82.9,72,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,60.1,83,10,0,0,Overcast,FALSE,FALSE,TRUE,twilight
3,Phoenix,Maricopa_AZ,AZ,96.1,8,10,5.8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Jacksonville,Duval_FL,FL,73.9,97,9,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Nyack,Rockland_NY,NY,45,93,2,9.2,0.04,Light Rain,FALSE,FALSE,FALSE,night
2,Bolingbrook,Will_IL,IL,60.4,95,7,10.4,0,Clear,TRUE,FALSE,FALSE,night
2,Flint,Genesee_MI,MI,57,47,10,12,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Minneapolis,Hennepin_MN,MN,86,49,10,13.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,67.3,91,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Napa,Napa_CA,CA,69.1,75,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,51.1,61,10,8.1,0,Clear,FALSE,FALSE,TRUE,twilight
3,Dublin,Franklin_OH,OH,72,38,10,13.8,0,Clear,FALSE,FALSE,TRUE,twilight
2,Columbus,Franklin_OH,OH,54,77,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Longwood,Seminole_FL,FL,66,90,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Farmington,Hartford_CT,CT,43,93,5,4.6,0.04,Light Rain,FALSE,FALSE,FALSE,day
2,Ontario,San Bernardino_CA,CA,72,51,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,68,40,10,8,0,Fair,FALSE,TRUE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,42.8,87,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Elgin,Kane_IL,IL,32,82,5,9.2,0,Haze,FALSE,TRUE,FALSE,twilight
4,Plainfield,Will_IL,IL,17.2,65,10,10.4,0,Clear,FALSE,FALSE,FALSE,night
4,Loveland,Clermont_OH,OH,77.9,49,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Prosperity,Newberry_SC,SC,30.2,44,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Highland Falls,Orange_NY,NY,84.2,62,15,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Wilson,Wilson_NC,NC,54,77,10,4.6,0,Clear,TRUE,FALSE,FALSE,night
2,Nashville,Davidson_TN,TN,91.9,42,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Taylors,Greenville_SC,SC,45,37,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Hickman,Stanislaus_CA,CA,68,63,10,6,0,Fair,FALSE,FALSE,FALSE,night
3,Hollywood,Broward_FL,FL,77,74,10,16.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,85,63,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Englewood,Arapahoe_CO,CO,55.9,24,10,17.3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Valley Stream,Nassau_NY,NY,44.1,79,10,12.7,0,Light Rain,FALSE,FALSE,TRUE,day
2,Halifax,Plymouth_MA,MA,55,93,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
2,Miami,Miami-Dade_FL,FL,72,64,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
3,Mercer Island,King_WA,WA,53.1,69,10,5.8,0,Overcast,TRUE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,90,35,10,11.5,0,Clear,TRUE,FALSE,FALSE,day
3,Portland,Multnomah_OR,OR,41,79,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Ogden,Weber_UT,UT,43,65,10,0,0,Clear,FALSE,TRUE,FALSE,twilight
2,Raleigh,Wake_NC,NC,37,34,10,9.2,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,El Dorado,Butler_KS,KS,35.1,96,0.2,6.9,0,Fog,FALSE,FALSE,FALSE,day
2,San Luis Obispo,San Luis Obispo_CA,CA,62,70,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Mount Juliet,Wilson_TN,TN,78.1,68,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Arlington,Tarrant_TX,TX,75.9,82,9,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Livermore,Alameda_CA,CA,54,90,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
2,Pittsburgh,Allegheny_PA,PA,36,79,10,8.1,0,Clear,FALSE,FALSE,FALSE,twilight
2,Greenville,Greenville_SC,SC,91,41,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,Pennsauken,Camden_NJ,NJ,64.9,40,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,68,25,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
3,Blacksburg,Cherokee_SC,SC,45.1,49,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Bothell,Snohomish_WA,WA,51.1,92,3,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Hudson,Pasco_FL,FL,77,54,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Palo Alto,Santa Clara_CA,CA,57.2,94,6,5.8,0,Overcast,FALSE,FALSE,FALSE,day
4,Mercer,Mercer_PA,PA,82,51,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Boiling Springs,Spartanburg_SC,SC,81,65,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Newark,Alameda_CA,CA,57,72,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Garden Grove,Orange_CA,CA,71.1,68,9,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Denver,Denver_CO,CO,24.1,84,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Saint Joseph,Buchanan_MO,MO,73.9,62,10,6.9,0,Clear,TRUE,FALSE,FALSE,day
3,Davis,Yolo_CA,CA,71.6,41,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,41,96,8,0,0,Clear,FALSE,FALSE,FALSE,day
2,Blacksburg,Cherokee_SC,SC,39.6,100,3,0,0.05,Rain,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,39,93,10,5.8,0,Light Rain,FALSE,FALSE,FALSE,twilight
3,Orange,Orange_CA,CA,68,78,8,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Hawthorne,Los Angeles_CA,CA,64.9,75,9,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Fairfield,Fairfield_CT,CT,48,39,10,13.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Tacoma,Pierce_WA,WA,46.4,100,4,4.6,0,Rain,FALSE,FALSE,FALSE,twilight
3,Rock Hill,York_SC,SC,33.1,37,10,10.4,0,Clear,FALSE,FALSE,FALSE,twilight
2,Abington,Montgomery_PA,PA,48,56,10,5,0,Fair,FALSE,FALSE,TRUE,day
2,Carpinteria,Santa Barbara_CA,CA,54,77,10,12.7,0,Overcast,FALSE,FALSE,FALSE,night
2,Burlington,Skagit_WA,WA,37.4,100,10,3.5,0.01,Overcast,FALSE,FALSE,FALSE,twilight
3,Denver,Denver_CO,CO,55,67,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Plainfield,Hendricks_IN,IN,84,51,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Irvine,Orange_CA,CA,72,71,7,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Mc Graw,Cortland_NY,NY,35.6,93,10,6.9,0,Overcast,TRUE,FALSE,FALSE,day
2,Penngrove,Sonoma_CA,CA,66.2,73,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,San Francisco,San Francisco_CA,CA,66,70,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Arlington,Tarrant_TX,TX,77,78,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Brooklyn,Kings_NY,NY,54,90,10,11.5,0,Light Rain,FALSE,FALSE,FALSE,night
3,Dumfries,Prince William_VA,VA,81,54,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Louisville,Jefferson_KY,KY,78,66,10,18,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Whittier,Los Angeles_CA,CA,59,75,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Purcellville,Loudoun_VA,VA,24.8,59,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,88,63,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Murrells Inlet,Georgetown_SC,SC,42,38,10,8,0,Fair,FALSE,FALSE,TRUE,day
3,West Nyack,Rockland_NY,NY,64.9,70,10,12.7,0,Scattered Clouds,TRUE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,95,36,10,12.7,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Saint Paul,Ramsey_MN,MN,73.9,93,7,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,New York,New York_NY,NY,64.9,73,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
2,Richmond,Chesterfield_VA,VA,63,65,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,84,82,10,19.6,0.04,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,98,40,10,5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Grand Blanc,Genesee_MI,MI,82,24,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Denver,Lancaster_PA,PA,90,50,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Brooklyn,Kings_NY,NY,43,82,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Dayton,Montgomery_OH,OH,27,72,7,8.1,0,Light Snow,FALSE,FALSE,TRUE,day
2,Raleigh,Wake_NC,NC,52,57,10,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,Oklahoma City,Oklahoma_OK,OK,64,94,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Riverview,Hillsborough_FL,FL,66.2,100,0.2,0,0,Fog,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,68,78,9,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Williamson_TX,TX,81,58,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Carol Stream,DuPage_IL,IL,28.9,41,10,10.4,0,Clear,FALSE,FALSE,FALSE,twilight
2,Madison,Dane_WI,WI,24,76,10,8,0,Fair,FALSE,FALSE,TRUE,night
2,Seattle,King_WA,WA,64,73,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,89,48,10,0,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Kirkland,King_WA,WA,48.9,74,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,70,47,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Hollywood,Broward_FL,FL,68,73,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Chicopee,Hampden_MA,MA,65,92,10,18,0,Cloudy,FALSE,FALSE,FALSE,night
2,Pacoima,Los Angeles_CA,CA,66.2,32,10,17.3,0,Clear,FALSE,FALSE,FALSE,day
2,West Palm Beach,Palm Beach_FL,FL,83,69,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,South Gate,Los Angeles_CA,CA,93,38,8,0,0,Clear,FALSE,FALSE,FALSE,day
4,Ellicott City,Howard_MD,MD,65,70,10,0,0,Cloudy,TRUE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,69.1,54,10,3.5,0,Overcast,TRUE,FALSE,FALSE,day
2,Hampstead,Rockingham_NH,NH,19.9,65,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Philadelphia,Philadelphia_PA,PA,32,88,3,13.8,0.03,Light Freezing Rain,FALSE,FALSE,TRUE,day
3,Irvine,Orange_CA,CA,68,76,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Union,Union_SC,SC,90,43,7,0,0,Fair,FALSE,FALSE,FALSE,day
2,Delafield,Waukesha_WI,WI,48.2,100,10,6.9,0,Rain,FALSE,FALSE,FALSE,twilight
2,Broomfield,Broomfield_CO,CO,30.2,37,50,0,0,Clear,FALSE,FALSE,TRUE,day
2,Simpsonville,Greenville_SC,SC,46.4,93,1,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,65,70,10,8,0,Fair,FALSE,FALSE,TRUE,day
2,Elgin,Richland_SC,SC,50,100,1.8,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,82.9,63,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Pageland,Chesterfield_SC,SC,59,36,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Harbor City,Los Angeles_CA,CA,70,73,10,12,0,Cloudy,FALSE,FALSE,FALSE,day
3,Westchester,Cook_IL,IL,63,58,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Worth,Cook_IL,IL,50,86,9,20.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,73,84,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Mesa,Maricopa_AZ,AZ,68,7,10,8,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Gainesville,Alachua_FL,FL,57.9,90,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Arlington,Arlington_VA,VA,69.1,73,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Madison Heights,Oakland_MI,MI,52.7,94,10,16.1,0,Rain,FALSE,FALSE,FALSE,day
3,Elkridge,Howard_MD,MD,39.9,86,10,5.8,0,Scattered Clouds,TRUE,FALSE,FALSE,night
2,Mullins,Marion_SC,SC,87.8,35,7,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Cornwall,Orange_NY,NY,86,58,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Danville,Vermilion_IL,IL,70.7,100,5,4.6,0,Overcast,FALSE,FALSE,FALSE,night
3,Murrieta,Riverside_CA,CA,84,40,10,3,0,Fair,TRUE,FALSE,FALSE,day
2,Ventura,Ventura_CA,CA,71,61,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Brookhaven,DeKalb_GA,GA,48.9,32,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,North Augusta,Edgefield_SC,SC,60.1,53,10,0,0,Clear,FALSE,FALSE,FALSE,night
